Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_6pnf_4xz7,:@computed_region_6ezc_tdp2,:@computed_region_viu7_rrfi,:@computed_region_n4xg_c4py
B172286,09/01/2017,01/17/2018,52900.00,false,false,1,2000 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.74825048666994, -122.50622185222717)",39,10,7,35,35,8,3,1,29491,1,,,
B171995,08/03/2017,01/12/2018,12600.00,false,false,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.7820265124035, -122.46334969024808)",5,8,4,11,11,6,2,11,54,1,,,
B172951,11/13/2017,01/11/2018,15000.00,false,false,4,1300 Block of Stevenson Street,94103,6,Mission,"(37.770783954072236, -122.42159610332459)",32,1,10,20,19,2,9,8,28853,2,,,
B172801,11/06/2017,01/10/2018,0.00,false,false,2,700 Block of Pine Street,94108,3,Nob Hill,"(37.79119725068159, -122.40768078804746)",16,6,3,21,21,1,10,5,28857,1,,,
B171784,07/12/2017,01/09/2018,65000.00,false,false,3,1300 Block of Utah Street,94110,10,Mission,"(37.752421188414196, -122.40533837831623)",54,3,9,20,19,4,8,10,28859,1,,,
B172676,10/20/2017,01/05/2018,21687.50,false,false,2,1500 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.77898707071026, -122.43605197008024)",97,4,11,39,41,5,11,15,29490,2,,,
B160889,03/04/2016,01/05/2018,45000.00,false,false,1,100 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.76779169694457, -122.44933229469972)",29,7,11,3,9,5,11,15,29492,1,,,
B180046,01/05/2018,01/05/2018,50000.00,false,true,3,2700 Block of 23rd Street,94110,9,Mission,"(37.754534378470325, -122.40790086855988)",53,3,2,20,19,4,7,2,28859,2,,,
B172791,11/01/2017,01/04/2018,100000.00,false,true,2,0 Block of Walter Street,94114,8,Castro/Upper Market,"(37.768384878250565, -122.43245078324557)",28,7,5,5,3,5,5,15,28862,1,,,
B180041,,01/04/2018,6286.00,false,true,1,600 Block of 15th Avenue,94118,1,Outer Richmond,"(37.775863401683395, -122.4735614652515)",5,8,4,29,26,6,2,11,54,1,,,
B172673,10/20/2017,01/03/2018,30000.00,false,false,2,2900 Block of Broderick Street,94123,2,Marina,"(37.79742527553104, -122.44411248303793)",14,4,6,13,17,9,1,13,57,1,,,
B172300,09/11/2017,01/02/2018,45000.00,false,false,1,700 Block of Central Avenue,94117,5,Lone Mountain/USF,"(37.77647858319588, -122.44494160887868)",97,7,11,18,16,5,11,15,29492,1,,,
B162666,08/17/2016,12/29/2017,285000.00,false,false,1,700 Block of Green Street,94133,3,Chinatown,"(37.7993068756211, -122.411052651187)",107,6,3,6,4,1,10,3,308,2,,,
B172672,10/18/2017,12/29/2017,36000.00,false,true,1,0 Block of Pond Street,94114,8,Castro/Upper Market,"(37.76347437701046, -122.43227077496692)",38,3,5,5,3,4,5,15,28862,1,,,
B171780,07/11/2017,12/29/2017,40000.00,false,false,2,700 Block of Kansas Street,94107,10,Potrero Hill,"(37.760250431920845, -122.40317854860275)",54,2,9,26,29,3,8,10,28856,1,,,
B172543,10/10/2017,12/28/2017,20000.00,false,true,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786006, -122.42464616916713)",26,4,11,9,10,9,11,7,28852,1,,,
B172521,10/02/2017,12/26/2017,10203.48,false,true,2,1700 Block of Steiner Street,94115,5,Japantown,"(37.785418772971276, -122.43475548523323)",103,4,11,15,13,9,11,13,29490,2,,,
B172292,09/08/2017,12/21/2017,33000.00,false,false,2,800 Block of Church Street,94114,8,Castro/Upper Market,"(37.75768609992703, -122.4280788557003)",52,3,5,5,3,4,5,2,28862,1,,,
B172520,10/02/2017,12/20/2017,19500.00,false,false,2,1000 Block of 14th Street,94114,8,Castro/Upper Market,"(37.767135531593745, -122.43774315786432)",113,7,5,5,3,5,5,15,28862,1,,,
B172179,08/22/2017,12/20/2017,15000.00,false,false,2,3200 Block of Balboa Street,94121,1,Outer Richmond,"(37.775941178296, -122.4935780790514)",8,8,4,29,26,6,2,11,55,1,,,
B172675,10/20/2017,12/19/2017,200000.00,false,true,2,800 Block of Greenwich Street,94133,3,Russian Hill,"(37.80189640951875, -122.4132706352494)",107,6,3,32,32,1,10,3,308,1,,,
B172682,10/23/2017,12/19/2017,8181.00,false,false,1,1400 Block of 11th Avenue,94122,7,Inner Sunset,"(37.76115242468763, -122.4681868148694)",109,10,8,14,12,8,4,1,56,1,,,
B172674,10/20/2017,12/19/2017,11000.00,false,false,1,300 Block of Bartlett Street,94110,9,Mission,"(37.75137629900657, -122.41940955767072)",53,3,2,20,19,4,7,2,28859,2,,,
B172392,09/15/2017,12/19/2017,41000.00,false,true,2,100 Block of 4th Avenue,94118,2,Inner Richmond,"(37.78601404154664, -122.46256310123425)",4,8,6,11,11,6,1,11,54,1,,,
B172053,08/09/2017,12/19/2017,20600.00,false,false,1,200 Block of Cervantes Boulevard,94123,2,Marina,"(37.805276091472784, -122.44159335551132)",17,4,6,13,17,9,1,13,57,1,,,
B172523,10/02/2017,12/18/2017,16000.00,false,false,1,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.75567061062529, -122.50767020518798)",39,10,7,35,35,8,3,1,56,1,,,
B172296,09/11/2017,12/18/2017,44000.00,false,false,4,1500 Block of 47th Avenue,94122,4,Sunset/Parkside,"(37.75757619222737, -122.50687131729624)",39,10,7,35,35,8,3,1,56,1,,,
B170842,03/28/2017,12/18/2017,60000.00,false,true,1,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268011, -122.40827072460648)",19,5,3,36,36,10,10,14,28852,2,1,,
B173115,,12/15/2017,90520.59,false,true,2,2200 Block of California Street,94115,2,Pacific Heights,"(37.78916563182952, -122.43136289145465)",102,4,6,30,27,9,1,13,29490,1,,,
B171228,05/09/2017,12/15/2017,94000.00,false,true,4,1800 Block of Jefferson Street,94123,2,Marina,"(37.804689651156785, -122.44294787217014)",17,4,6,13,17,9,1,13,57,1,,,
B172151,08/22/2017,12/11/2017,18000.00,false,false,2,3200 Block of Balboa Street,94121,1,Outer Richmond,"(37.775941178296, -122.4935780790514)",8,8,4,29,26,6,2,11,55,1,,,
B171011,04/14/2017,12/11/2017,60000.00,false,false,1,1100 Block of Leavenworth Street,94109,3,Nob Hill,"(37.79138283735057, -122.41571554927715)",16,6,3,21,21,1,10,5,28858,1,,,
B173048,,12/08/2017,16000.00,false,false,1,5500 Block of California Street,94121,1,Outer Richmond,"(37.784191971543926, -122.47696912767651)",5,8,4,29,26,6,2,11,55,1,,,
B172516,09/29/2017,12/05/2017,35000.00,false,true,4,500 Block of Shotwell Street,94110,9,Mission,"(37.75962769313469, -122.41592301847783)",53,3,2,20,19,4,7,2,28859,2,,,
B172287,09/01/2017,12/05/2017,14500.00,false,false,1,200 Block of 11th Street,94103,6,Mission,"(37.772836488160294, -122.41533082295018)",32,1,10,20,19,2,9,8,28853,2,,,1
B171785,07/12/2017,12/05/2017,46000.00,false,false,1,1300 Block of Utah Street,94110,10,Mission,"(37.752421188414196, -122.40533837831623)",54,3,9,20,19,4,8,10,28859,1,,,
B172295,09/06/2017,12/05/2017,50000.00,false,false,2,4500 Block of 18th Street,94114,8,Castro/Upper Market,"(37.76055106780712, -122.43966846468301)",115,3,5,5,3,4,5,2,28862,1,,,
B153060,11/03/2015,12/04/2017,30000.00,false,false,2,600 Block of Vienna Street,94112,11,Excelsior,"(37.71810995738932, -122.43211001439875)",90,9,1,7,5,7,6,9,28861,2,,,
B173036,,12/04/2017,60000.00,false,false,1,200 Block of Randall Street,94131,8,Glen Park,"(37.74048196724013, -122.42924779328692)",59,9,5,10,7,7,5,2,63,1,,,
B172396,09/20/2017,12/01/2017,20000.00,false,false,1,3900 Block of 18th Street,94114,8,Castro/Upper Market,"(37.76114316824529, -122.4316887894877)",38,3,5,5,3,4,5,15,28862,1,,,
B173027,12/01/2017,12/01/2017,475.00,false,true,3,1200 Block of Folsom Street,94103,6,South of Market,"(37.7744195019047, -122.4108852660829)",32,1,10,34,34,2,9,8,28853,2,,,1
B172294,09/06/2017,11/29/2017,50000.00,false,false,2,4500 Block of 18th Street,94114,8,Castro/Upper Market,"(37.76055106780712, -122.43966846468301)",115,3,5,5,3,4,5,2,28862,1,,,
B172401,09/20/2017,11/29/2017,10000.00,false,false,1,1000 Block of Eddy Street,94109,5,Western Addition,"(37.782321233948245, -122.42576330336104)",100,4,11,39,41,9,11,7,28858,2,,,
B172380,09/18/2017,11/28/2017,50000.00,false,false,2,300 Block of Vernon Street,94132,11,Oceanview/Merced/Ingleside,"(37.718783179867565, -122.46797513107241)",64,10,1,24,24,8,6,9,64,2,,,
B172186,08/25/2017,11/27/2017,65000.00,false,true,2,700 Block of Rhode Island Street,94107,10,Potrero Hill,"(37.760308806704025, -122.40221044592403)",54,2,9,26,29,3,8,10,28856,1,,,
B172519,10/02/2017,11/27/2017,6800.00,false,true,1,900 Block of Dartmouth Street,94134,10,McLaren Park,"(37.71925670944226, -122.40880298230634)",75,9,9,19,18,3,8,9,309,2,,,
B172522,10/02/2017,11/22/2017,6300.00,false,false,1,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.75567061062529, -122.50767020518798)",39,10,7,35,35,8,3,1,56,1,,,
B172353,09/13/2017,11/21/2017,9000.00,false,false,3,100 Block of Saturn Street,94114,8,Castro/Upper Market,"(37.762604397515, -122.44381114373164)",112,7,5,5,3,5,5,15,28862,1,,,
B163722,11/30/2016,11/21/2017,55718.80,false,false,1,1000 Block of Masonic Avenue,94117,5,Haight Ashbury,"(37.77161949319013, -122.44555757423959)",25,7,11,3,9,5,11,15,29492,1,,,
B172525,10/03/2017,11/21/2017,150000.00,false,true,1,700 Block of Clipper Street,94114,8,Noe Valley,"(37.74869651396314, -122.44044923887064)",51,3,5,22,22,4,5,2,28862,1,,,
B172201,08/29/2017,11/20/2017,20000.00,false,false,3,0 Block of John Street,94133,3,Chinatown,"(37.79590004654726, -122.41079836908243)",16,6,3,6,4,1,10,3,308,2,,,
B172304,09/13/2017,11/17/2017,25000.00,false,false,2,3500 Block of 22nd Street,94114,8,Noe Valley,"(37.754984269238136, -122.42718995601507)",52,3,5,22,22,4,5,2,28862,1,,,
B172367,09/13/2017,11/17/2017,50000.00,false,true,1,4100 Block of 21st Street,94114,8,Castro/Upper Market,"(37.75598397693621, -122.43727946770764)",115,3,5,5,3,4,5,2,28862,1,,,
B172925,,11/16/2017,55000.00,false,true,3,200 Block of Arguello Boulevard,94118,2,Presidio Heights,"(37.78615605226527, -122.45914820096483)",10,8,6,31,31,6,1,11,54,1,,,
B172872,11/13/2017,11/15/2017,12562.00,false,false,2,500 Block of London Street,94112,11,Excelsior,"(37.72045774558472, -122.43703098813621)",90,9,1,7,5,7,6,9,28861,2,,,
B153303,11/24/2015,11/15/2017,2850.00,false,true,2,0 Block of Carmelita Street,94117,8,Haight Ashbury,"(37.77023942445941, -122.4342527692236)",28,7,5,3,9,5,5,15,29492,1,,,
B173025,,11/14/2017,23676.00,false,true,3,300 Block of San Miguel Street,94112,11,Oceanview/Merced/Ingleside,"(37.719273892538745, -122.44888038320538)",81,10,1,24,24,8,6,9,28861,2,,,
B172457,09/27/2017,11/13/2017,17000.00,false,true,1,0 Block of Fair Avenue,94110,9,Bernal Heights,"(37.74520461050452, -122.41907086532174)",83,9,2,2,2,7,7,2,28859,1,,,
B153321,12/01/2015,11/13/2017,80985.54,false,true,1,1600 Block of Green Street,94123,2,Marina,"(37.79725002244171, -122.42624761880306)",102,4,6,13,17,9,1,13,57,1,,,
B171986,08/02/2017,11/13/2017,50000.00,false,false,1,1200 Block of Montgomery Street,94133,3,North Beach,"(37.800346441883484, -122.40421934097486)",18,6,3,23,23,1,10,3,308,1,,,
B171983,08/01/2017,11/13/2017,75000.00,false,false,4,2200 Block of Jerrold Avenue,94124,10,Bayview Hunters Point,"(37.74551278751672, -122.40112889613408)",85,2,9,1,1,3,8,10,58,1,,,
B171153,05/03/2017,11/13/2017,150000.00,false,false,3,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)",24,7,11,9,10,5,11,15,29492,1,,,
B163925,12/19/2016,11/09/2017,12500.00,false,false,2,1900 Block of Oak Street,94117,5,Haight Ashbury,"(37.77130130318321, -122.45141265982271)",25,7,11,3,9,5,11,15,29492,1,,,
B172181,08/22/2017,11/09/2017,65000.00,false,false,1,3600 Block of Market Street,94131,8,Twin Peaks,"(37.75539574323007, -122.44123583775676)",115,3,5,38,38,4,5,2,63,1,,,
B172855,09/14/2017,11/08/2017,6300.00,false,false,1,100 Block of Maynard Street,94112,11,Excelsior,"(37.72939514948723, -122.4271509655655)",94,9,1,7,5,7,6,9,28861,2,,,
B162533,08/05/2016,11/08/2017,50908.00,false,false,1,700 Block of Douglass Street,94114,8,Noe Valley,"(37.75222428855978, -122.43865835562215)",51,3,5,22,22,4,5,2,28862,1,,,
B172279,08/30/2017,11/07/2017,3250.00,false,true,1,700 Block of Avalon Avenue,94112,11,Excelsior,"(37.72500266224684, -122.42646665181816)",90,9,1,7,5,7,6,9,28861,1,,,
B172737,10/30/2017,11/07/2017,11000.00,false,false,2,2500 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.74605384908996, -122.49363635860905)",40,10,7,35,35,8,3,1,29491,1,,,
B162531,08/05/2016,11/06/2017,51158.00,false,false,1,700 Block of Douglass Street,94114,8,Noe Valley,"(37.75222428855978, -122.43865835562215)",51,3,5,22,22,4,5,2,28862,1,,,
B171154,05/03/2017,11/06/2017,55000.00,false,false,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)",24,7,11,9,10,5,11,15,29492,1,,,
B171152,05/03/2017,11/06/2017,70000.00,false,false,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)",24,7,11,9,10,5,11,15,29492,1,,,
B170997,04/11/2017,11/03/2017,20000.00,false,true,1,500 Block of Pennsylvania Avenue,94107,10,Potrero Hill,"(37.75892222373064, -122.39331266768383)",54,2,9,26,29,3,8,10,28856,2,,,
B171756,07/07/2017,11/02/2017,28443.00,false,true,3,1300 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.762162224636654, -122.48770435499954)",39,10,7,35,35,8,3,1,56,1,,,
B171860,07/20/2017,11/02/2017,51090.00,false,true,3,800 Block of 22nd Street,94107,10,Potrero Hill,"(37.75790953442971, -122.3897343776665)",55,2,9,26,29,3,8,10,28856,1,,,
B172372,09/14/2017,11/01/2017,20000.00,false,false,1,800 Block of Cole Street,94117,5,Haight Ashbury,"(37.76625586311661, -122.45012020345787)",29,7,11,3,9,5,11,15,29492,1,,,
B172289,09/05/2017,10/31/2017,25000.00,false,false,4,1400 Block of Lincoln Way,94122,5,Inner Sunset,"(37.76550735558278, -122.47347752280591)",109,10,11,14,12,8,11,11,56,1,,,
B172193,08/25/2017,10/30/2017,1620.29,false,true,1,1500 Block of Oak Street,94117,5,Haight Ashbury,"(37.77213360752625, -122.4448595562686)",25,7,11,3,9,5,11,15,29492,1,,,
B172093,08/16/2017,10/30/2017,20000.00,false,false,1,700 Block of De Haro Street,94107,10,Potrero Hill,"(37.76036740787995, -122.40120680374795)",54,2,9,26,29,3,8,10,28856,1,,,
B171999,08/07/2017,10/27/2017,47500.00,false,false,2,0 Block of Malta Drive,94131,7,West of Twin Peaks,"(37.7354310005362, -122.44394969074942)",72,9,8,41,40,7,4,9,63,1,,,
B172208,08/30/2017,10/25/2017,7500.00,false,false,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.7121195353374, -122.43758840244034)",58,9,1,7,5,7,6,9,28861,2,,,
B172455,09/25/2017,10/23/2017,16750.00,false,false,3,1900 Block of 16th Avenue,94116,7,Inner Sunset,"(37.7515825394549, -122.47313694938376)",44,10,8,14,12,8,4,1,29491,1,,,
B172206,08/30/2017,10/20/2017,7500.00,false,false,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.7121195353374, -122.43758840244034)",58,9,1,7,5,7,6,9,28861,2,,,
B172085,08/15/2017,10/19/2017,11000.00,false,false,1,300 Block of Turk Street,94102,6,Tenderloin,"(37.78263551220888, -122.41486282787415)",20,5,10,36,36,10,9,7,28852,2,1,,1
B172209,08/30/2017,10/18/2017,7500.00,false,false,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.7121195353374, -122.43758840244034)",58,9,1,7,5,7,6,9,28861,2,,,
B172207,08/30/2017,10/18/2017,7500.00,false,false,1,1100 Block of Naples Street,94112,11,Excelsior,"(37.7121195353374, -122.43758840244034)",58,9,1,7,5,7,6,9,28861,2,,,
B171754,07/05/2017,10/17/2017,70000.00,false,true,2,4300 Block of 20th Street,94114,8,Castro/Upper Market,"(37.75764468233222, -122.43635253903315)",115,3,5,5,3,4,5,2,28862,1,,,
B172200,08/29/2017,10/17/2017,12600.00,false,false,2,100 Block of Maynard Street,94112,11,Excelsior,"(37.72939514948723, -122.4271509655655)",94,9,1,7,5,7,6,9,28861,2,,,
B171698,06/30/2017,10/16/2017,55000.00,false,false,1,900 Block of Randolph Street,94132,11,Oceanview/Merced/Ingleside,"(37.71496882094407, -122.47141865053074)",65,10,1,24,24,8,6,9,64,2,,,
B171989,08/03/2017,10/16/2017,25640.00,false,false,1,1800 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.778351287940126, -122.44102844905092)",97,7,11,39,41,5,11,15,29490,1,,,
B171869,07/24/2017,10/16/2017,45000.00,false,false,3,100 Block of Milton Street,94112,8,Outer Mission,"(37.73295682808753, -122.42942781730059)",93,9,5,28,25,7,5,9,28861,1,,,
B172183,08/24/2017,10/16/2017,27219.00,false,false,3,100 Block of Bernard Street,94109,3,Nob Hill,"(37.7961589594177, -122.41590705600177)",107,6,3,21,21,1,10,5,28858,1,,,
B170853,03/28/2017,10/13/2017,35000.00,false,false,1,700 Block of Duboce Avenue,94117,8,Haight Ashbury,"(37.76914089075874, -122.43534904160097)",28,7,5,3,9,5,5,15,29492,1,,,
B162786,08/30/2016,10/13/2017,15000.00,false,false,1,2200 Block of Larkin Street,94109,3,Russian Hill,"(37.79837186430758, -122.42049887775205)",107,6,3,32,32,9,10,5,28858,1,,,
B172596,,10/13/2017,3915.00,false,false,2,200 Block of Nueva Avenue,94134,10,Bayview Hunters Point,"(37.71070909794859, -122.39745644147696)",89,2,9,1,1,3,8,10,309,1,,,
B171855,07/18/2017,10/12/2017,45000.00,false,false,1,600 Block of Cole Street,94117,5,Haight Ashbury,"(37.769050695786206, -122.45068430760233)",25,7,11,3,9,5,11,15,29492,1,,,
B171993,08/03/2017,10/12/2017,41225.00,false,false,1,500 Block of Castro Street,94114,8,Castro/Upper Market,"(37.760085055749556, -122.43499619348016)",38,3,5,5,3,4,5,2,28862,1,,,
B171994,08/04/2017,10/12/2017,33031.00,false,false,5,1500 Block of Thomas Avenue,94124,10,Bayview Hunters Point,"(37.729927376552, -122.39031413611508)",86,2,9,1,1,3,8,10,58,2,,,
B171923,07/26/2017,10/10/2017,21000.00,false,false,2,400 Block of 28th Avenue,94121,1,Outer Richmond,"(37.780907674008596, -122.4880845522948)",8,8,4,29,26,6,2,11,55,2,,,
B163462,11/01/2016,10/10/2017,82500.00,false,true,4,1700 Block of Steiner Street,94115,5,Japantown,"(37.785418772971276, -122.43475548523323)",103,4,11,15,13,9,11,13,29490,2,,,
B172719,,10/10/2017,17000.00,false,true,1,200 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.73946425551667, -122.41884332860172)",83,9,2,2,2,7,7,2,28859,1,,,
B172533,10/06/2017,10/06/2017,20000.00,false,false,3,1400 Block of Baker Street,94115,5,Presidio Heights,"(37.78435307260086, -122.4431541086368)",103,8,11,31,31,6,11,15,29490,1,,,
B172532,,10/05/2017,17000.00,false,false,2,2800 Block of Fulton Street,94118,1,Inner Richmond,"(37.773881736770875, -122.46216273770965)",5,8,4,11,11,6,2,11,54,1,,,
B171696,06/29/2017,10/05/2017,15000.00,false,false,1,2600 Block of 20th Avenue,94116,4,Sunset/Parkside,"(37.738339600789416, -122.47649619680641)",40,10,7,35,35,8,3,1,29491,1,,,
B172298,09/11/2017,10/02/2017,60000.00,false,false,1,1600 Block of Clay Street,94109,3,Russian Hill,"(37.792542405398905, -122.42023827611995)",105,4,3,32,32,9,10,13,28858,1,,,
B172461,,09/28/2017,11000.00,false,true,1,3400 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.77386737514161, -122.49557322465877)",8,8,4,29,26,6,2,11,55,1,,,
B172460,,09/28/2017,40000.00,false,true,2,1800 Block of Anza Street,94118,1,Inner Richmond,"(37.77897641779782, -122.46789407516529)",5,8,4,11,11,6,2,11,54,1,,,
B170256,02/09/2017,09/25/2017,10476.70,false,true,1,400 Block of Laidley Street,94131,8,Glen Park,"(37.73646169508339, -122.4301139352919)",59,9,5,10,7,7,5,2,63,1,,,
B173150,,09/25/2017,24278.06,false,false,2,700 Block of Foerster Street,94127,7,West of Twin Peaks,"(37.73404478728647, -122.44881649035666)",95,9,8,41,40,7,4,9,59,1,,,
B171684,06/22/2017,09/22/2017,29042.50,false,false,2,3800 Block of Folsom Street,94110,9,Bernal Heights,"(37.738644560261534, -122.4132682536151)",83,9,2,2,2,7,7,10,28859,1,,,
B170870,04/04/2017,09/20/2017,64000.00,false,false,3,500 Block of Naples Street,94112,11,Excelsior,"(37.720105430381324, -122.43185435703286)",90,9,1,7,5,7,6,9,28861,2,,,
B171928,07/27/2017,09/20/2017,30000.00,false,false,1,200 Block of Filbert Street,94133,3,North Beach,"(37.80197979609076, -122.40401645133646)",18,6,3,23,23,1,10,3,308,1,,,
B170549,03/03/2017,09/20/2017,45000.00,false,false,2,2700 Block of 41st Avenue,94116,4,Sunset/Parkside,"(37.73546742979991, -122.49887145157734)",40,10,7,35,35,8,3,1,29491,1,,,
B161591,05/11/2016,09/19/2017,17500.00,false,false,1,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606607845, -122.42664161534017)",52,3,5,22,22,4,5,2,28862,1,,,
B171858,07/19/2017,09/19/2017,0.00,false,false,1,2000 Block of Pacific Avenue,94109,2,Pacific Heights,"(37.79413655340359, -122.42899252116645)",102,4,6,30,27,9,1,13,28858,1,,,
B171407,06/01/2017,09/19/2017,27000.00,false,false,1,2500 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78978736224043, -122.43486105377728)",102,4,6,30,27,9,1,13,29490,1,,,
B163852,12/14/2016,09/18/2017,11000.00,false,true,1,1700 Block of Broadway Street,94109,2,Pacific Heights,"(37.795475651547186, -122.42588948136782)",102,4,6,30,27,9,1,13,28858,1,,,
B171761,06/30/2017,09/15/2017,40000.00,false,true,2,1000 Block of Page Street,94117,5,Haight Ashbury,"(37.77215129497302, -122.43807804619577)",112,7,11,3,9,5,11,15,29492,1,,,
B171935,07/28/2017,09/15/2017,185000.00,false,true,1,0 Block of Amber Drive,94131,8,Noe Valley,"(37.746001630750904, -122.44379748312524)",57,9,5,22,22,7,5,2,63,1,,,
B171853,07/17/2017,09/15/2017,250000.00,false,false,1,100 Block of 21st Avenue,94121,1,Outer Richmond,"(37.785008443501106, -122.48072360771293)",2,8,4,29,26,6,2,11,55,2,,,
